id,credit_score,isCtry1,isCtry2,isFemale,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
10581,767,0,0,0,47,5,0,1,1,0,121964.46,1
10582,718,0,0,1,49,10,82321.88,1,0,1,11144.4,0
10583,589,0,0,1,27,4,0,2,1,0,144181.48,0
10584,778,0,0,0,33,5,116474.28,2,1,1,32757.55,0
10585,724,0,1,1,34,3,132352.69,1,1,0,80320.3,0
10586,477,1,0,1,39,4,182491.57,1,1,0,185830.72,0
10587,580,0,1,0,34,6,0,2,1,1,160095.31,0
10588,566,0,0,0,63,2,120787.18,2,1,1,52198.84,0
10589,711,0,1,1,29,3,130181.47,2,1,0,31811.44,0
10590,706,1,0,0,32,5,88348.43,2,1,1,104181.78,0
10591,703,0,0,0,31,6,0,2,1,1,67667.19,0
10592,679,1,0,0,39,2,146186.28,2,1,1,193974.47,0
10593,603,0,1,0,32,7,0,1,1,0,198055.94,1
10594,598,0,0,0,34,0,104488.17,1,0,1,43249.67,0
10595,836,1,0,1,32,4,109196.67,2,1,0,55218.02,0
10596,687,0,1,1,61,7,80538.56,1,1,0,131305.37,1
10597,704,1,0,0,41,4,109026.8,2,1,1,43117.1,0
10598,605,1,0,0,75,2,61319.63,1,0,1,186655.11,0
10599,516,0,1,1,40,9,0,2,0,1,33266.29,0
10600,572,0,1,1,39,2,0,2,1,1,555.28,0
10601,557,0,1,0,42,6,177822.03,1,1,0,150944.31,1
10602,443,1,0,0,59,4,110939.3,1,1,0,72846.58,1
10603,604,1,0,0,25,7,165413.43,1,1,1,35279.74,0
10604,483,0,1,0,27,1,77805.66,1,1,1,2101.89,0
10605,702,0,1,0,50,3,0,2,0,0,94949.84,0
10606,670,0,0,1,57,3,175575.95,2,1,0,99061.75,1
10607,804,0,0,1,38,3,124197.22,1,1,0,74692.06,0
10608,850,0,1,1,30,3,0,2,1,0,116692.8,0
10609,554,0,1,1,39,10,160132.75,1,1,0,32824.15,0
10610,588,1,0,1,37,7,70258.88,2,1,0,139607.61,0
10611,758,1,0,0,32,4,162657.64,2,1,1,115525.13,0
10612,787,1,0,0,43,0,132217.45,1,1,0,20955.03,1
10613,582,0,0,0,25,9,148042.97,2,1,0,52341.15,0
10614,633,0,0,1,33,4,92855.02,1,1,1,159813.18,0
10615,766,1,0,0,47,9,129289.98,1,1,0,169935.46,1
10616,564,0,0,0,37,9,100252.18,1,1,1,146033.52,0
10617,602,0,0,0,37,3,107592.89,2,0,1,153122.73,0
10618,649,0,1,0,39,3,113096.41,1,1,1,60335.24,0
10619,679,0,0,1,40,7,0,2,1,1,163757.29,0
10620,639,0,0,0,34,7,149940.04,2,0,0,156648.81,0
10621,790,1,0,0,50,8,121438.58,1,1,1,176471.78,1
10622,565,0,1,0,32,9,0,2,1,0,5388.3,0
10623,478,0,1,1,50,2,0,1,0,1,93332.64,1
10624,825,0,1,0,29,3,148874.01,2,0,1,71192.82,0
10625,528,0,0,1,32,0,68138.37,1,1,1,170309.19,0
10626,577,0,0,0,35,5,110080.3,1,1,1,109794.31,0
10627,663,0,1,0,24,7,0,2,1,1,166310.82,0
10628,505,1,0,1,25,5,114268.85,2,1,1,126728.27,0
10629,633,1,0,0,29,6,117412.35,1,0,0,30338.94,0
10630,586,0,1,1,38,6,0,2,1,1,37935.83,0
10631,850,0,1,1,35,9,0,2,0,0,25329.48,0
10632,629,1,0,1,37,1,35549.81,2,0,0,49676.33,0
10633,744,0,1,0,56,9,0,2,1,1,169498.61,0
10634,750,0,1,0,36,7,136492.92,3,1,1,26500.29,1
10635,637,1,0,0,28,3,123675.69,1,1,1,166458.41,0
10636,575,0,1,1,40,1,139532.34,1,1,0,181294.39,0
10637,671,0,0,0,58,1,178713.98,1,1,1,21768.21,0
10638,571,0,1,0,40,5,0,2,0,0,72849.29,0
10639,590,0,1,0,41,1,89086.31,1,1,0,24499.97,0
10640,619,0,0,0,38,3,96143.47,1,0,0,98994.92,0
10641,640,1,0,1,30,5,32197.64,1,0,1,141446.01,0
10642,670,0,1,0,38,7,0,2,1,1,77864.41,0
10643,737,0,1,1,33,4,0,2,1,0,115115.32,0
10644,555,0,0,0,32,10,0,2,0,1,168605.96,0
10645,742,0,1,0,33,6,0,2,0,0,38550.4,0
10646,618,1,0,1,40,0,140306.38,1,1,0,160618.61,1
10647,560,0,1,1,35,1,0,2,1,0,3701.63,0
10648,654,0,1,0,38,8,0,2,1,0,88659.44,0
10649,787,1,0,1,42,2,74483.97,2,0,1,44273.91,0
10650,611,0,1,1,53,7,0,2,0,1,156495.39,1
10651,559,0,0,0,34,0,0,1,1,0,182988.94,0
10652,481,0,1,0,37,8,152303.66,2,1,1,175082.2,0
10653,753,1,0,0,32,5,159904.79,1,1,0,148811.14,0
10654,675,0,1,0,32,1,0,3,1,0,85901.09,0
10655,748,1,0,1,31,1,99557.94,1,1,0,199255.32,0
10656,610,0,0,1,46,5,116886.59,1,0,0,107973.44,0
10657,580,0,0,0,32,9,142188.2,2,0,1,128028.6,0
10658,624,1,0,1,40,3,149961.99,2,1,0,104610.86,0
10659,709,0,1,1,36,8,0,2,1,1,69676.55,0
10660,605,0,1,1,34,2,0,1,0,0,35982.42,0
10661,706,0,0,0,53,7,0,2,0,1,117939.17,0
10662,567,0,0,0,40,8,28649.64,1,1,1,95140.62,0
10663,747,0,1,1,21,4,81025.6,2,1,0,167682.57,0
10664,664,0,1,0,57,1,0,2,1,1,56562.57,0
10665,711,0,1,1,39,3,152462.79,1,1,0,90305.97,0
10666,609,0,1,0,25,10,0,1,0,1,109895.16,0
10667,632,0,0,0,28,7,155519.59,1,1,0,1843.24,0
10668,725,0,1,1,36,1,118851.05,1,1,1,102747.02,0
10669,850,0,1,1,34,9,92899.27,2,1,0,97465.89,0
10670,682,0,1,0,40,4,0,1,0,1,105352.55,0
10671,797,0,1,0,37,4,75263.7,1,1,0,85801.77,0
10672,668,0,0,0,38,1,147904.31,1,1,1,69370.05,0
10673,783,1,0,1,41,5,106640.5,1,1,0,176945.96,0
10674,766,1,0,1,28,4,90696.78,1,0,1,21597.2,0
10675,704,0,0,1,36,2,175509.8,2,1,0,152039.67,0
10676,722,0,1,0,40,6,0,2,1,1,111893.09,0
10677,692,0,1,1,34,7,0,2,1,0,195074.62,0
10678,584,0,1,1,35,2,114321.28,2,0,0,15959.01,0
10679,644,1,0,1,51,4,95560.04,1,0,0,72628.84,1
10680,598,1,0,1,50,5,88379.81,3,0,1,64157.24,1
10681,733,1,0,0,48,7,85915.52,1,1,1,23860.5,0
10682,615,1,0,0,58,3,72309.3,1,1,1,85687.09,1
10683,850,0,1,1,39,2,0,2,1,0,179451.42,0
10684,521,0,1,0,43,8,0,1,1,1,93180.09,0
10685,675,0,1,0,69,1,0,2,1,0,157097.09,0
10686,746,0,1,0,58,3,0,3,1,1,80344.96,1
10687,770,0,1,1,33,4,0,1,1,0,26080.54,1
10688,618,0,1,0,30,3,133844.22,1,1,1,31406.93,0
10689,556,0,1,0,36,7,154872.08,2,1,1,32044.64,0
10690,749,0,1,1,27,9,0,2,1,0,132734.87,0
10691,702,0,0,0,43,6,116121.67,1,1,0,61602.42,0
10692,555,1,0,0,42,6,107104.5,1,1,1,41304.44,1
10693,587,0,1,0,47,6,71026.77,1,1,0,57962.41,0
10694,639,0,1,0,38,3,0,1,1,0,42862.82,0
10695,643,0,1,0,33,4,0,2,1,1,152992.04,0
10696,600,0,1,1,41,1,0,2,1,1,91193.65,0
10697,651,0,1,0,53,7,0,2,1,1,130132.41,0
10698,666,0,1,1,27,4,0,2,0,0,88751.45,0
10699,520,0,1,1,39,6,145644.05,1,0,0,104118.93,0
10700,650,0,0,1,50,7,129667.77,1,0,0,42028.16,0
10701,564,1,0,0,33,3,109341.87,1,1,0,75632.78,0
10702,586,0,1,0,64,1,0,2,1,1,53710.23,0
10703,617,0,1,1,35,5,0,2,0,1,13066.3,0
10704,712,0,0,1,30,6,0,2,1,0,152417.97,0
10705,654,0,1,0,55,3,87485.67,1,1,1,3299.01,0
10706,605,0,1,0,27,9,0,2,1,0,198091.81,0
10707,491,0,1,1,36,0,53369.13,1,1,1,103934.12,0
10708,707,0,1,1,35,9,0,2,1,1,70403.65,0
10709,638,0,0,0,34,5,146679.77,1,1,0,102179.86,0
10710,683,0,1,0,43,2,112499.42,2,1,0,30375.18,0
10711,815,0,0,1,38,2,48387,1,1,0,184796.84,0
10712,645,0,0,0,38,1,68079.8,1,0,1,166264.89,0
10713,645,1,0,0,49,4,160133.88,1,0,1,88391.97,0
10714,683,0,1,0,30,4,66190.33,1,1,1,115186.97,0
10715,705,0,1,1,37,10,0,2,1,1,13935.53,1
10716,647,0,1,0,35,4,123761.68,1,1,0,83910.4,0
10717,786,1,0,1,33,0,122325.58,1,0,0,34712.34,1
10718,534,0,1,0,41,9,0,2,1,0,13871.34,0
10719,602,0,0,1,42,1,138912.17,1,1,1,139494.75,0
10720,695,0,1,1,42,0,0,2,0,1,140724.64,0
10721,553,1,0,1,25,7,128524.19,2,1,0,20682.46,0
10722,516,0,0,1,31,3,0,2,1,0,124202.26,0
10723,655,0,1,1,34,3,0,2,1,0,159638.77,0
10724,849,1,0,1,49,9,132934.89,1,1,0,171056.65,1
10725,520,1,0,0,43,3,150805.17,3,0,1,25333.03,1
10726,568,0,0,1,46,3,0,2,1,1,29372.62,0
10727,695,0,0,0,32,9,0,3,0,1,38533.79,0
10728,807,0,0,1,28,7,165969.26,3,1,0,156122.13,1
10729,642,1,0,1,36,2,124495.98,3,1,1,57904.22,1
10730,703,1,0,0,39,1,141559.5,1,1,1,31257.1,1
10731,556,0,1,0,38,2,114756.14,1,1,0,193214.05,0
10732,585,0,1,1,30,6,0,2,1,1,137757.69,0
10733,587,1,0,1,49,7,155393.98,2,1,0,13308.2,1
10734,524,0,0,1,32,6,0,1,1,1,132861.9,1
10735,556,1,0,1,31,1,128663.81,2,1,0,125083.29,0
10736,504,0,0,0,44,4,113522.64,1,1,1,12405.2,0
10737,731,0,0,1,26,3,0,2,1,0,37697.29,0
10738,651,0,1,0,34,3,0,2,1,1,105599.65,0
10739,675,0,0,1,40,8,79035.95,1,1,0,142783.98,1
10740,657,0,0,1,22,6,0,3,0,1,168412.07,1
10741,686,1,0,0,33,9,141918.09,2,0,1,184036.47,0
10742,690,0,1,1,35,9,107944.33,2,0,0,48478.47,0
10743,567,0,1,0,36,7,0,2,0,1,3896.08,0
10744,557,1,0,0,57,1,120043.13,1,1,0,132370.75,1
10745,446,0,0,1,45,10,125191.69,1,1,1,128260.86,1
10746,850,0,1,0,31,1,96399.31,2,1,0,106534.15,0
10747,637,0,1,0,41,2,0,2,0,1,102515.42,0
10748,499,0,1,0,60,7,76961.6,2,1,1,83643.87,0
10749,622,1,0,1,34,7,98675.74,1,1,0,138906.85,1
10750,684,1,0,0,37,1,126817.13,2,1,1,29995.83,1
10751,612,0,1,0,32,3,121394.42,1,1,0,164081.42,0
10752,813,1,0,1,29,5,106059.4,1,0,0,187976.88,1
10753,850,1,0,0,44,2,112755.34,2,0,0,158171.36,0
10754,795,0,0,0,29,4,0,2,0,0,155711.64,0
10755,628,0,0,1,55,7,0,3,1,0,85890.75,1
10756,565,1,0,1,38,7,145400.69,2,1,1,83844.79,0
10757,601,0,1,0,39,3,72647.64,1,1,0,41777.9,1
10758,802,0,0,0,40,4,0,2,1,1,81908.09,0
10759,614,1,0,1,37,6,96340.81,2,1,1,139377.24,1
10760,434,0,0,0,55,6,0,1,0,1,73562.05,1
10761,522,1,0,0,32,8,124450.36,2,1,1,165786.1,0
10762,550,1,0,0,36,2,113877.23,2,1,0,174921.91,0
10763,599,0,0,0,25,3,0,2,1,1,120790.02,0
10764,493,0,1,1,36,5,148667.81,2,1,0,56092.51,0
10765,755,0,1,0,34,3,0,2,1,1,158816.03,0
10766,605,0,1,1,62,4,111065.93,2,0,1,125660.99,0
10767,708,0,1,0,41,0,0,1,1,0,128400.62,0
10768,699,0,1,0,44,8,158697.61,1,1,0,107181.22,0
10769,763,0,1,1,53,4,0,1,1,0,77203.72,1
10770,743,0,0,0,25,6,0,2,1,0,129740.11,0
10771,660,0,1,1,48,0,90044.32,2,0,1,187604.97,1
10772,619,1,0,0,38,10,84651.79,1,1,1,184754.26,0
10773,739,1,0,0,32,3,102128.27,1,1,0,63981.37,1
10774,769,1,0,0,60,9,148846.39,1,1,0,192831.67,1
10775,692,0,1,0,69,10,154953.94,1,1,1,70849.47,0
10776,560,0,1,1,30,0,108883.29,1,1,0,27914.95,0
10777,607,0,1,1,48,4,112070.86,3,1,0,173568.3,1
10778,630,1,0,0,29,6,131354.39,1,0,1,9324.31,1
10779,767,1,0,1,45,7,132746.2,2,1,0,26628.88,1
10780,543,0,1,1,34,8,0,2,0,1,145601.8,0
10781,776,0,1,0,39,8,125211.55,2,1,0,144496.07,0
10782,535,0,0,0,58,1,0,2,1,1,11779.98,1
10783,549,1,0,0,36,6,139422.37,1,0,0,83983.39,1
10784,844,0,1,1,28,4,0,2,0,1,123318.37,0
10785,586,1,0,1,47,5,157099.47,2,1,1,65481.86,0
10786,583,0,1,0,40,3,0,2,1,0,47728,0
10787,701,0,0,0,26,5,83600.24,1,0,1,59195.05,0
10788,726,0,1,0,28,2,0,1,0,0,98060.51,0
10789,829,1,0,0,36,4,81795.74,2,1,0,90106.94,0
10790,749,0,0,0,38,9,129378.32,1,1,1,13549.34,0
10791,743,0,1,1,46,9,0,1,1,0,113436.08,0
10792,619,0,0,1,56,7,0,2,1,1,42442.21,0
10793,699,0,1,0,22,9,99339,1,1,0,68297.61,1
10794,749,0,0,0,36,7,0,2,0,0,80134.65,0
10795,600,1,0,1,29,6,74430.1,2,1,1,96051.1,0
10796,760,0,0,0,38,3,91241.85,1,0,1,80682.35,0
10797,528,1,0,0,32,2,99092.45,1,0,1,111149.98,0
10798,630,0,1,1,26,5,0,2,1,0,182612.38,0
10799,683,1,0,1,39,2,100062.16,2,1,0,109201.43,0
10800,677,1,0,1,26,6,98723.67,1,0,1,151146.67,0
10801,669,0,0,0,29,9,0,1,1,1,93901.61,0
10802,693,0,1,0,43,6,128760.32,1,1,0,36342.79,0
10803,612,0,0,1,52,5,144772.69,1,0,0,98302.57,1
10804,719,0,0,0,44,4,0,1,0,0,84972.9,1
10805,702,0,1,0,26,2,71281.29,1,1,1,108747.12,1
10806,755,0,1,0,29,9,117035.89,1,1,1,21862.19,0
10807,514,0,1,0,26,1,0,2,0,0,121551.93,0
10808,753,0,1,1,40,0,3768.69,2,1,0,177065.24,1
10809,548,1,0,1,36,2,108913.84,2,1,1,140460.01,0
10810,850,1,0,0,28,2,101100.22,2,1,1,35337.31,0
10811,612,0,1,1,38,7,110615.47,1,1,1,193502.93,0
10812,628,1,0,0,33,8,152143.89,1,1,1,32174.03,0
10813,479,0,1,0,47,6,121797.09,1,0,1,5811.9,1
10814,724,0,1,1,41,5,109798.25,1,0,1,149593.61,0
10815,512,1,0,0,41,7,122403.24,1,0,1,37439.9,1
10816,638,0,1,1,43,3,145860.98,1,1,1,142763.51,1
10817,834,0,0,0,40,7,0,2,0,0,45038.74,0
10818,781,0,1,0,29,9,0,2,0,0,172097.4,0
10819,707,1,0,1,48,7,105086.74,1,1,1,180344.69,1
10820,670,0,1,0,22,2,114991.45,1,1,1,37392.56,0
10821,663,0,0,1,33,8,96769.04,1,1,1,36864.05,0
10822,624,0,1,1,23,5,0,2,0,0,132418.59,0
10823,598,0,1,1,34,4,0,2,0,0,60894.26,0
10824,619,1,0,0,23,5,132725.1,1,1,1,143913.33,0
10825,792,0,1,1,70,3,0,2,1,1,172240.27,0
10826,683,0,1,1,26,7,0,2,1,0,86619.77,0
10827,691,0,1,1,33,6,0,2,1,0,164074.89,0
10828,765,0,0,1,33,5,84557.82,1,1,1,69039.43,0
10829,508,0,1,0,49,1,93817.41,2,1,1,132468.76,1
10830,637,0,1,1,33,9,113913.53,1,0,1,65316.5,0
10831,667,1,0,1,44,5,140406.68,2,0,1,57164.19,0
10832,575,0,0,1,22,8,105229.34,1,1,1,34397.08,0
10833,744,0,0,1,46,1,0,3,1,1,177431.59,1
10834,567,0,1,1,41,9,137891.35,1,1,0,142009.46,1
10835,502,0,1,1,35,6,0,2,1,1,80618.47,0
10836,609,0,1,1,53,6,0,2,1,1,124218.27,0
10837,715,0,1,0,37,9,165252.52,1,1,0,85286.3,0
10838,541,0,1,0,32,8,0,2,0,0,40889.14,0
10839,850,0,1,1,71,4,0,2,1,1,107236.87,0
10840,595,0,0,0,23,7,0,2,1,1,168085.97,0
10841,650,1,0,1,28,5,122034.4,3,0,1,146663.43,1
10842,625,0,1,1,44,7,0,1,1,0,4791.8,0
10843,817,0,1,0,59,1,118962.58,1,1,1,120819.58,0
10844,526,0,0,0,49,2,0,1,1,0,114539.67,1
10845,850,0,1,1,34,4,71379.53,2,1,1,154000.99,0
10846,598,0,1,1,40,2,171178.25,1,1,0,137980.58,1
10847,613,0,1,0,36,9,131307.11,1,0,0,83343.73,0
10848,709,0,0,0,62,3,0,2,1,1,82195.15,0
10849,678,0,0,1,27,5,87099.85,2,1,0,149550.95,0
10850,720,0,1,0,71,5,183135.39,2,1,1,197688.5,0
10851,662,0,1,0,26,0,0,2,0,1,72929.96,0
10852,525,0,1,0,51,10,0,3,1,0,171045.35,1
10853,662,0,1,0,31,3,0,2,0,1,27731.05,0
10854,770,0,1,1,33,6,0,2,1,1,126131.9,0
10855,721,0,0,1,33,4,72535.45,1,1,1,103931.49,0
10856,633,1,0,0,58,2,128137.42,2,1,0,147635.33,1
10857,701,0,1,0,51,9,0,2,0,0,61961.57,0
10858,556,1,0,0,42,0,115915.53,2,0,1,125435.47,1
10859,639,0,1,0,66,0,0,2,0,1,42240.54,0
10860,632,0,1,0,50,2,0,2,0,0,57942.88,0
10861,456,0,1,0,29,5,107000.49,1,1,1,153419.62,0
10862,729,0,0,1,38,10,0,2,1,0,189727.12,0
10863,632,0,1,1,34,2,0,2,0,0,165385.55,0
10864,433,0,0,0,34,9,152806.74,1,1,0,19687.99,0
10865,802,0,1,1,60,3,92887.06,1,1,0,39473.63,1
10866,670,0,1,0,25,7,0,2,1,1,144723.38,0
10867,738,1,0,1,40,6,114940.67,2,1,1,194895.57,1
10868,706,1,0,0,34,0,140641.26,2,1,1,77271.91,0
10869,592,1,0,1,70,5,71816.74,2,1,0,105096.82,1
10870,522,0,1,1,41,7,0,2,0,1,176780.39,0
10871,746,0,1,0,48,5,165282.42,1,1,0,153786.46,1
10872,651,0,0,0,42,2,143145.87,2,1,0,43612.06,0
10873,494,0,1,0,28,9,114731.76,2,0,1,79479.74,0
10874,753,1,0,1,46,9,113909.69,3,1,0,92320.37,1
10875,671,1,0,0,36,2,116695.27,1,0,0,193201.86,0
10876,696,0,1,0,42,4,0,1,0,0,126353.13,1
10877,577,0,0,0,43,3,0,2,1,1,135008.92,0
10878,587,0,1,0,36,1,0,2,0,1,17135.6,0
10879,712,1,0,0,37,7,93978.96,2,1,0,60651.77,0
10880,498,1,0,0,35,2,121968.11,2,0,1,188343.05,0
10881,660,0,1,0,37,2,97324.91,1,1,0,23291.83,0
10882,678,0,0,0,29,6,0,2,1,0,64443.75,0
10883,530,0,1,0,37,8,0,2,1,1,287.99,0
10884,559,0,1,1,48,2,0,2,0,1,137961.41,0
10885,624,0,1,0,42,3,145155.37,1,1,0,72169.95,1
10886,592,0,1,0,28,5,137222.77,1,0,0,39608.58,0
10887,767,0,1,0,48,9,0,2,0,1,175458.21,0
10888,653,1,0,1,38,5,114268.22,2,1,1,89524.83,0
10889,678,0,0,0,27,2,0,2,1,1,13221.25,0
10890,586,0,0,1,42,2,0,1,1,0,102889.34,0
10891,550,0,1,1,40,8,150490.32,1,0,0,166468.21,1
10892,643,1,0,0,28,9,160858.13,2,1,0,27149.27,0
10893,612,0,0,0,39,5,170288.38,1,1,1,59601.15,0
10894,674,1,0,1,27,4,111568.01,1,0,1,22026.18,0
10895,657,0,0,0,29,7,83889.03,1,1,0,153059.62,0
10896,724,1,0,1,35,0,171982.95,2,0,1,167313.07,0
10897,500,0,1,1,34,4,0,2,1,0,12833.96,0
10898,688,0,1,0,20,8,137624.4,2,1,1,197582.79,0
10899,599,0,1,0,50,3,121159.65,1,0,0,4033.39,1
10900,631,0,1,0,29,7,0,2,0,1,125877.22,0
10901,634,0,0,0,52,1,0,2,1,1,176913.42,0
10902,545,0,1,0,37,3,91184.01,1,1,0,105476.65,0
10903,644,0,0,0,18,8,0,2,1,0,59172.42,0
10904,690,1,0,1,54,1,144027.8,1,1,1,108731.02,1
10905,711,0,1,1,34,6,0,2,1,1,175310.38,0
10906,712,0,1,1,29,8,140170.61,1,1,1,38170.04,0
10907,627,0,1,0,27,1,62092.9,1,1,1,105887.04,0
10908,694,0,0,0,39,3,0,1,1,1,95625.03,0
10909,534,0,0,0,35,4,0,2,0,0,9541.15,0
10910,603,0,1,0,45,9,0,1,0,0,148516.79,0
10911,808,0,1,1,33,2,103516.87,1,1,0,113907.8,0
10912,723,0,0,0,30,1,0,3,1,0,164647.72,1
10913,585,0,1,1,35,2,0,2,1,0,98621.04,1
10914,706,0,1,0,34,8,0,2,1,1,37479.97,0
10915,671,0,1,1,31,6,0,2,1,1,15846.42,0
10916,597,0,0,0,43,2,85162.26,1,0,1,5104.08,1
10917,646,0,1,1,43,8,143061.88,1,1,0,61937.6,0
10918,801,0,0,1,46,6,0,2,1,1,170008.74,0
10919,731,0,0,1,33,5,137388.01,2,1,0,165000.68,0
10920,620,1,0,1,25,1,137712.01,1,1,1,76197.05,0
10921,484,1,0,0,40,7,106901.42,2,0,0,118045.98,0
10922,647,0,0,0,47,5,105603.21,2,1,1,157360.9,0
10923,688,1,0,1,40,8,150679.71,2,0,1,196226.38,0
10924,680,1,0,0,30,4,108300.27,2,0,1,44384.57,1
10925,689,0,1,1,46,7,52016.08,2,1,1,72993.65,0
10926,513,1,0,0,34,7,60515.13,1,0,0,124571.09,0
10927,553,1,0,0,35,2,158584.28,2,1,0,43640.16,0
10928,689,1,0,0,47,2,118812.5,2,0,0,31121.42,0
10929,517,0,0,0,46,4,0,1,1,0,22372.78,0
10930,731,0,1,0,37,8,0,2,1,1,170338.35,0
10931,687,1,0,1,47,1,91219.29,1,0,0,158845.49,1
10932,507,0,0,0,32,7,0,2,1,0,67926.18,0
10933,468,0,1,1,22,1,76318.64,1,1,1,194783.12,0
10934,682,0,0,1,58,4,0,1,1,0,176036.01,0
10935,603,0,1,1,24,3,0,1,1,1,198826.03,1
10936,522,1,0,0,25,1,111432.13,1,1,1,168683.57,0
10937,629,0,0,0,41,10,150148.51,1,0,0,6936.27,0
10938,729,0,1,1,32,7,38550.06,1,0,1,179230.23,0
10939,574,0,1,1,39,5,119013.86,1,1,0,103421.91,0
10940,677,1,0,1,39,0,111213.64,2,1,1,147578.26,0
10941,627,1,0,0,28,5,71097.23,1,1,1,130504.49,0
10942,788,0,0,0,36,10,109632.85,1,1,1,16149.13,0
10943,697,0,1,0,63,7,148368.02,1,0,0,118862.08,1
10944,578,0,1,0,45,1,148600.91,1,1,0,143397.14,1
10945,519,0,1,0,48,10,71083.98,1,1,0,137959,0
10946,632,0,1,1,40,9,139625.34,1,1,0,93702.96,1
10947,679,0,1,1,39,4,0,1,0,0,172939.3,1
10948,699,0,1,0,30,9,0,1,1,1,108162.13,0
10949,615,0,1,0,64,0,81564.1,2,0,1,35896.09,0
10950,622,0,0,0,36,9,0,2,1,1,104852.6,0
10951,755,0,1,1,28,7,124540.28,1,0,1,188850.89,0
10952,767,0,1,1,42,2,133616.39,1,1,0,28615.8,0
10953,752,1,0,1,38,10,101648.5,2,1,0,172001.44,0
10954,633,0,1,1,26,8,124281.84,1,1,1,60116.57,0
10955,717,0,1,1,59,4,0,2,1,1,170528.63,0
10956,585,0,0,0,45,0,0,2,0,0,189683.7,0
10957,751,0,1,1,37,9,183613.66,2,0,0,49734.94,0
10958,754,1,0,0,65,1,136186.44,1,1,1,121529.59,1
10959,495,0,1,0,47,10,137682.68,1,1,0,71071.47,0
10960,650,0,1,0,34,4,106005.54,1,0,1,142995.32,0
10961,529,0,1,1,31,6,152310.55,1,1,0,13054.25,0
10962,585,0,1,1,43,2,0,2,1,0,89402.54,0
10963,668,0,0,0,32,1,134446.04,1,0,1,111241.37,0
10964,591,0,1,1,38,2,142289.28,1,0,1,119638.85,0
10965,731,0,1,0,19,6,0,2,1,1,151581.79,0
10966,754,0,1,1,45,6,0,1,1,0,73881.68,1
10967,650,1,0,1,46,9,149003.76,2,1,0,176902.83,0
10968,588,1,0,0,41,2,131341.46,2,0,1,7034.94,0
10969,712,0,0,1,29,7,77919.78,1,1,0,122547.58,0
10970,691,0,1,1,34,7,0,2,0,1,161559.12,0
10971,771,0,1,1,41,10,108309,4,1,1,137510.41,1
10972,678,0,0,1,39,6,0,1,0,1,185366.56,0
10973,719,0,0,1,40,9,0,2,1,0,182224.14,0
10974,610,1,0,0,36,7,115462.02,1,0,1,42581.04,0
10975,722,0,0,0,37,9,0,2,1,0,31921.95,0
10976,758,1,0,1,23,5,122739.1,1,1,0,102460.84,1
10977,709,0,1,1,32,2,0,2,0,0,109681.29,0
10978,634,1,0,1,53,3,113781.5,2,1,1,106345.05,1
10979,678,0,0,1,49,1,0,2,1,1,102472.9,0
10980,633,0,1,0,35,3,0,2,1,1,36249.76,0
10981,710,0,1,0,43,9,128284.45,1,1,0,32996.89,1
10982,640,1,0,0,45,8,120591.19,1,0,0,195123.94,0
10983,656,0,1,0,63,8,0,2,0,1,57014.43,0
10984,551,0,1,1,59,2,166968.28,1,1,0,159483.76,1
10985,786,0,0,1,39,7,0,2,0,0,100929.59,0
10986,561,0,1,1,49,8,0,2,1,1,12513.07,0
10987,807,0,0,0,42,5,0,2,1,1,74900.9,0
10988,602,1,0,0,38,2,71667.97,2,0,0,137111.89,0
10989,727,1,0,1,31,3,82729.47,2,1,0,60212.51,0
10990,678,0,1,0,40,1,0,2,1,1,187343.4,0
10991,730,0,1,0,23,8,0,2,1,0,183284.53,0
10992,596,0,0,1,30,1,0,2,1,0,8125.39,0
10993,686,1,0,0,39,3,129626.19,2,1,1,103220.56,0
10994,684,1,0,1,26,2,114035.39,1,0,0,96885.19,0
10995,797,1,0,0,32,1,151922.94,1,1,0,8877.06,0
10996,658,0,1,1,39,4,0,1,1,1,147530.06,0
10997,653,0,0,1,27,6,107751.68,2,1,1,33389.42,0
10998,641,0,1,0,37,6,0,2,1,0,45309.24,0
10999,656,0,0,1,41,6,101179.23,2,1,1,35230.61,0
11000,750,0,0,1,36,6,0,2,1,1,59816.41,0
11001,768,0,1,1,40,8,0,2,0,1,69080.46,0
11002,568,0,1,0,33,7,0,2,1,0,143450.61,0
11003,706,1,0,0,36,9,58571.18,2,1,0,40774.01,0
11004,430,1,0,1,38,8,153058.64,1,1,0,99377.27,0
11005,745,1,0,0,35,4,98270.34,1,1,0,133617.43,0
11006,747,0,1,0,43,1,130788.71,1,0,1,101495,1
11007,657,1,0,0,40,7,99165.84,1,0,1,119333.95,1
11008,639,0,1,1,42,4,0,2,0,0,167682.37,0
11009,704,0,1,0,44,3,0,2,0,1,152884.85,0
11010,651,0,0,0,23,4,115636.05,2,1,0,70400.86,0
11011,706,1,0,1,44,2,185932.18,2,1,0,65413.41,0
11012,632,1,0,0,30,2,72549,2,0,1,182728.8,0
11013,751,0,1,0,42,4,0,2,1,1,81442.6,0
11014,767,0,1,1,35,2,0,2,0,0,144251.38,0
11015,741,0,1,0,39,5,0,1,0,1,40207.06,0
11016,651,1,0,0,29,3,121890.06,1,1,0,54530.51,1
11017,601,0,1,0,46,2,99786.07,1,1,1,32683.88,1
11018,520,0,1,0,34,3,0,2,1,1,104703.96,0
